name,year,selling_price,km_driven,fuel,combustible_estimado_l,seller_type,transmission,owner,tipo_carroceria,potencia_motor_hp,nivel_seguridad,calidad_auto,score_calidad,eficiencia_km_l
Mahindra Scorpio VLX 2WD BSIV,2020,801564,246800,0,19871.2,2,0,3,1,286,2.3,Media,7.3,12.419984701477516
Renault KWID RXL,2010,198388,227187,0,23373.1,1,0,0,1,291,1.1,Media,5.699999999999999,9.720020023017915
Fiat Punto 1.3 Active,2015,1761176,138054,1,12471.0,0,1,1,1,196,2.6,Media,6.6000000000000005,11.070002405580947
Honda Amaze S i-DTEC,2016,933527,121322,0,10698.6,1,1,0,2,110,2.5,Media,5.8999999999999995,11.339988409698465
Volkswagen Passat 1.8 TSI MT,2015,1429494,111134,0,10039.2,0,1,0,2,96,2.1,Media,5.6000000000000005,11.070005578133715
Nissan Micra Active XV S,2006,599998,40765,0,4313.8,0,1,1,4,209,3.1,Media,6.4,9.44990495618712
Mahindra Scorpio S6 Plus 7 Seater,2015,1803831,87606,0,7913.8,0,1,0,2,196,2.8,Media,6.3,11.070029568601683
Hyundai Creta 1.4 CRDi S Plus,2002,828912,101422,0,10732.5,1,1,0,4,175,2.3,Media,5.699999999999999,9.449988353133007
Mahindra Thar 4X4,2015,1467746,114910,0,10380.3,2,0,1,5,122,2.1,Media,5.5,11.070007610570023
Mahindra Thar CRDe ABS,2007,2174749,59681,1,6315.4,0,0,3,1,388,2.0,Media,6.3,9.450074421255978
Toyota Etios Liva GD,2011,481613,199304,1,19950.4,0,1,0,2,342,2.3,Media,6.2,9.98997513834309
Renault Pulse RxZ Optional,2002,2087934,67349,0,7126.9,0,0,0,3,175,2.5,Media,6.2,9.449971235740644
Nissan Micra XL CVT,2016,1184263,105063,1,9264.8,0,0,0,2,362,1.3,Media,6.3,11.340018133149124
Maruti Swift Dzire LDI,2020,168968,68474,0,5513.2,0,0,1,1,388,3.2,Alta,8.100000000000001,12.420010157440325
Chevrolet Tavera Neo 2 LT L 9 Str,2017,1663138,241399,1,20792.3,1,0,4,4,343,2.5,Alta,7.5,11.610019093606768
Skoda Rapid 1.5 TDI Ambition,2010,1566029,165585,0,17035.5,0,0,0,4,94,2.1,Media,5.699999999999999,9.719996477943118
Ambassador Grand 1800 ISZ MPFI PW CL,2003,253570,27592,0,2919.8,0,0,0,1,225,2.0,Media,5.5,9.449962326186725
Chevrolet Beat LT LPG,2015,866473,117196,0,10586.8,0,1,0,1,155,3.4,Media,6.8999999999999995,11.070011712698832
Nissan Kicks XV Premium D BSIV,2016,2494661,28618,1,2523.6,0,1,0,2,228,2.4,Media,6.3,11.340148993501348
Tata New Safari 4X2,2008,969707,56632,0,5992.8,0,0,2,4,382,1.4,Media,6.3,9.450006674676278
Ford Figo Aspire 1.5 TDCi Titanium Plus,2005,2444543,151481,0,16029.7,0,0,4,2,243,2.0,Media,5.300000000000001,9.450020898706775
Honda Amaze V Diesel BSIV,2023,1480264,14529,0,1098.2,2,0,1,1,196,3.3,Alta,7.7,13.229830631943178
Renault Pulse RxZ Optional,2019,2354146,127164,0,10466.2,1,0,3,1,110,2.9,Media,6.800000000000001,12.14996846993178
Toyota Innova 2.0 VX 7 Seater,2001,1492226,29154,1,3085.1,0,0,0,2,287,2.5,Media,5.5,9.449936792972675
Toyota Innova Crysta 2.8 ZX AT BSIV,2008,1685846,37882,0,4008.7,0,0,0,3,136,1.3,Media,5.699999999999999,9.449946366652531
Tata Indica DL,2020,1385364,49917,2,4019.1,0,0,0,3,285,3.2,Alta,8.299999999999999,12.41994476375308
Maruti Wagon R LXI BS IV,2005,395968,87488,0,9258.0,1,0,0,3,267,2.4,Media,6.6000000000000005,9.449989198531
Maruti Alto VXi,2002,564922,20701,0,2190.6,0,0,0,1,222,1.6,Media,5.300000000000001,9.44992239569068
Hyundai Getz 1.5 CRDi GVS,2019,971463,211353,1,17395.3,2,0,0,3,75,3.4,Alta,7.5,12.150006036113204
Toyota Corolla Altis 1.8 GL,2005,883721,225943,1,23909.3,2,0,0,2,227,1.3,Baja,4.9,9.450004809843868
Hyundai Verna CRDi,2006,482331,73225,0,7748.7,0,0,1,1,384,2.4,Media,6.5,9.44997225341025
Tata Harrier XE,2000,1776476,124278,0,13151.1,2,0,1,4,67,2.4,Media,5.2,9.450007984123001
Honda Jazz 1.2 S i VTEC,2022,2444777,188564,1,14549.7,2,0,1,2,220,2.1,Media,6.7,12.95999230224678
Tata Indica Vista Terra 1.4 TDI,2000,2373729,7988,0,845.3,0,0,0,1,281,1.8,Media,5.5,9.449899443984386
Mahindra Scorpio SLE BSIII,2004,1699961,40919,1,4330.1,0,0,0,3,225,1.8,Media,6.1,9.44989723101083
Maruti Ciaz ZDi SHVS,2005,859010,246095,0,26041.8,1,0,0,1,371,1.1,Media,5.699999999999999,9.449999616001966
Maruti Wagon R VXI AMT1.2BSIV,2012,980291,184498,2,17982.3,0,1,0,1,289,2.1,Media,6.4,10.259977867124896
Mahindra Marazzo M4,2001,564771,188239,0,19919.5,0,0,0,2,79,1.0,Baja,4.0,9.449986194432592
Maruti Swift ZDI Plus,2014,2331103,14013,0,1297.5,0,0,0,1,111,1.8,Media,5.8,10.8
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,191668,175185,0,16220.8,0,0,0,1,380,1.7,Media,6.800000000000001,10.800022193726575
Honda Mobilio S i DTEC,2012,463146,139646,3,13610.7,2,0,0,3,125,2.4,Media,6.5,10.260016016810303
Skoda Laura Elegance 1.9 TDI  AT,2013,2326174,234088,1,22230.6,0,0,0,2,334,1.5,Media,6.0,10.529990193696976
Hyundai i10 Magna,2021,1379407,12838,0,1011.7,1,0,0,4,292,3.0,Alta,8.0,12.68953247009983
Mahindra Scorpio VLS AT 2.2 mHAWK,2006,496049,229971,0,24335.6,0,0,0,1,335,1.0,Media,5.6000000000000005,9.449982741333685
Tata Hexa XTA,2013,1221116,36368,0,3453.8,1,0,0,4,367,2.0,Media,7.0,10.529851178412184
Maruti Swift 1.3 VXI ABS,2023,866615,37228,0,2813.9,0,1,0,1,201,4.4,Alta,8.299999999999999,13.230036604001564
Nissan Terrano XE D,2009,670656,185783,0,19659.6,0,0,0,3,181,1.5,Media,6.0,9.449988809538343
Chevrolet Tavera Neo 3 LS 7 C BSIII,2016,1668755,51097,0,4505.9,0,0,0,1,264,1.5,Media,6.4,11.340020861537097
Mahindra KUV 100 G80 K4 Plus,2013,2194053,191845,0,18218.9,1,1,0,5,150,2.9,Media,5.8,10.52999906690305
Ford Figo Diesel ZXI,2007,1775499,164711,0,17429.7,0,0,0,1,181,1.5,Media,5.300000000000001,9.450019220066897
Ford Fiesta Titanium 1.5 TDCi,2003,445991,150895,1,15967.7,1,1,0,2,246,2.6,Media,5.5,9.450014717210369
Hyundai Xcent 1.1 CRDi SX,2015,2031908,159582,0,14415.7,0,1,0,1,139,2.4,Media,6.3,11.070013943131446
Tata Indigo CS eLS BS IV,2023,854406,134802,0,10189.1,0,1,1,3,215,3.5,Alta,8.5,13.230020315827698
Audi A6 2.0 TDI Premium Plus,2012,654879,43333,0,4223.5,1,0,0,1,318,2.0,Media,6.5,10.259973955250384
Mahindra Thar CRDe,2021,330759,9435,1,743.5,0,0,0,3,186,3.4,Alta,8.2,12.689979825151312
Toyota Yaris G,2019,1005390,43418,1,3573.5,0,0,0,4,63,2.9,Media,6.800000000000001,12.149993004057647
Toyota Innova 2.5 V Diesel 7-seater,2017,2169990,62955,1,5422.5,0,0,4,4,272,1.0,Media,6.5,11.609958506224066
Nissan Micra Diesel XV,2013,1401448,64507,0,6126.0,0,1,0,2,128,2.4,Media,5.699999999999999,10.530035912504081
Maruti Swift Dzire ZDI,2017,1739113,56033,0,4826.3,1,0,0,2,290,2.4,Media,6.7,11.609928931065205
Ford Figo 1.5P Titanium AT,2004,652288,222161,2,23509.1,0,1,0,3,338,3.4,Media,7.3,9.4500002126836
Ford Fiesta Classic 1.6 Duratec CLXI,2008,1073404,77972,0,8251.0,1,0,0,4,119,1.2,Media,5.2,9.45000605987153
Maruti Swift LXi BSIV,2002,515992,107012,0,11324.0,1,0,0,3,342,2.4,Media,6.7,9.450017661603674
Hyundai i20 1.2 Asta Dual Tone,2007,2035702,52219,1,5525.8,0,0,0,4,178,2.4,Media,6.0,9.450034384161569
Hyundai i20 1.4 Sportz,2019,194608,170549,0,14037.0,0,0,0,4,365,2.5,Alta,7.800000000000001,12.14996081783857
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2021,186772,225852,0,17797.6,2,0,4,3,327,3.1,Alta,8.5,12.690025621432104
Mahindra Scorpio VLX AT 2WD BSIII,2009,744199,178793,0,18919.9,2,0,2,1,197,1.8,Media,5.6000000000000005,9.449997093007891
Ford Figo Aspire 1.5 TDCi Titanium,2021,846680,203300,0,16020.5,0,0,1,4,108,2.5,Media,7.0,12.68999094909647
Mahindra Scorpio EX,2018,1143867,151595,0,12760.5,0,0,2,2,289,2.2,Media,6.7,11.880020375377141
Mahindra Scorpio SLE BSIV,2020,2363115,37326,0,3005.3,0,0,0,1,279,2.6,Media,7.4,12.420057897714038
Hyundai i20 Magna 1.4 CRDi,2002,1224188,117626,1,12447.2,0,0,1,3,94,2.4,Media,5.8,9.449996786425862
Tata Winger Deluxe - Hi Roof (AC),2010,93815,178277,0,18341.3,1,0,0,3,241,2.2,Media,6.7,9.71997622851161
Ford EcoSport 1.5 TDCi Titanium BSIV,2010,2136798,136197,0,14012.0,0,0,0,2,179,1.5,Media,5.1,9.720025692263773
Honda City i-DTEC VX,2016,874965,247320,0,21809.5,0,0,1,2,335,1.8,Media,6.4,11.34001237992618
Maruti Zen Estilo 1.1 VXI BSIII,2015,2252149,71735,1,6480.1,1,0,0,2,327,1.6,Media,6.2,11.070045215351614
Mahindra Xylo E4 BS III,2006,2068333,109396,0,11576.3,1,1,1,1,318,2.7,Media,6.4,9.449996976581465
Honda Amaze S CVT Petrol,2003,2189234,21375,1,2261.9,1,0,0,2,317,2.1,Media,5.5,9.450019894778725
Hyundai Verna 1.6 VTVT,2022,2294482,138783,1,10708.6,0,0,0,4,337,2.8,Alta,8.100000000000001,12.959957417402835
Honda Jazz 1.2 S i VTEC,2018,677901,168509,1,14184.3,0,0,3,1,350,2.3,Media,7.3,11.879965877766264
Chevrolet Beat LT,2011,926122,164094,0,16425.8,0,0,2,2,296,1.4,Media,5.6000000000000005,9.990015706997529
Fiat Linea T Jet Plus,2014,2242372,14182,1,1313.1,1,0,0,1,303,1.9,Media,6.6000000000000005,10.800396009443302
Hyundai Xcent 1.2 CRDi SX,2010,1638253,98177,0,10100.5,1,0,0,1,68,2.0,Media,5.300000000000001,9.720013860699966
Tata Manza ELAN Quadrajet BS IV,2004,2239012,100066,0,10589.0,1,0,0,2,313,1.8,Media,5.4,9.449995278118802
Maruti Ciaz ZXi,2004,733045,129401,0,13693.2,1,0,0,1,332,1.9,Media,5.8999999999999995,9.450018987526654
Toyota Etios Liva 1.2 G,2014,1551012,93148,2,8624.8,0,0,2,4,201,2.2,Media,6.5,10.80001855115481
Maruti Wagon R AX,2017,71797,207603,0,17881.4,0,0,0,4,303,1.8,Media,7.0,11.609996980102228
Tata Indica DLS,2010,1868803,177022,1,18212.1,0,0,0,1,163,2.5,Media,5.8999999999999995,9.720021304517328
Audi A4 1.8 TFSI,2011,810943,108806,0,10891.5,1,1,0,4,245,2.4,Media,6.5,9.989992195748979
Mahindra Thar 4X4,2001,506123,148992,0,15766.3,0,1,0,1,95,3.4,Media,5.699999999999999,9.450029493286314
Volkswagen Vento 1.5 TDI Comfortline AT,2019,2432992,27144,1,2234.1,0,0,0,1,220,2.4,Media,7.0,12.149859003625622
Mahindra TUV 300 T6 Plus,2014,1100600,125270,0,11599.1,0,0,0,3,123,1.8,Media,6.4,10.79997586019605
Tata Indica Vista Quadrajet 90 VX,2019,2089282,220490,1,18147.3,0,0,0,2,200,2.7,Media,6.7,12.150016806907916
Chevrolet Beat LT Option,2003,711944,138637,1,14670.6,1,0,0,2,221,1.6,Baja,4.9,9.449988412198547
Ford Ecosport 1.5 Diesel Titanium,2021,1451718,93909,0,7400.2,0,0,0,1,192,3.4,Alta,7.6,12.690062430745115
Honda City i-VTEC VX,2017,2305268,190014,0,16366.4,1,0,0,5,170,1.4,Media,5.5,11.610005865676019
Tata Xenon XT EX 4X2,2005,831627,245165,0,25943.4,0,0,0,4,259,2.0,Media,6.0,9.449994989091637
Mahindra XUV500 W11 Option AT AWD,2022,317429,206632,0,15943.8,0,0,0,5,333,3.2,Alta,7.5,12.960022077547386
Volkswagen Polo 1.5 TDI Comfortline,2018,506331,160763,0,13532.2,0,0,0,1,148,2.3,Media,6.6000000000000005,11.880034288585742
Honda City i-DTEC V,2010,843802,135661,0,13956.9,2,0,0,3,77,2.5,Media,6.2,9.719995127857906
Honda Amaze VX Petrol BSIV,2023,67903,38799,2,2932.7,0,0,0,3,399,2.8,Alta,8.9,13.229788249735739
Maruti A-Star AT VXI,2001,478416,202849,0,21465.5,0,0,1,4,335,2.4,Media,6.3,9.45000116465957
Hyundai Tucson 2.0 e-VGT 2WD MT,2007,1711241,39510,1,4181.0,0,0,0,3,399,2.0,Media,7.0,9.449892370246353
Mahindra Bolero SLX,2010,1300050,240085,0,24700.1,0,1,0,2,319,3.0,Media,6.4,9.72000113359865
Renault Duster 110PS Diesel RxZ AWD,2004,419556,92919,0,9832.7,0,1,0,1,81,2.5,Media,5.300000000000001,9.449998474478017
Hyundai i20 1.4 CRDi Sportz,2017,887654,118043,0,10167.4,0,0,3,5,276,2.2,Media,6.3,11.60994944626945
Hyundai Santro Xing XG eRLX Euro III,2022,1979096,213438,1,16469.0,2,1,1,1,260,3.0,Alta,7.7,12.959985427166192
Maruti Ciaz ZDi Plus,2017,1451170,165047,0,14215.9,1,0,3,1,324,1.8,Media,6.8999999999999995,11.610028207851771
Mahindra Quanto C4,2013,493884,58242,1,5531.1,0,0,1,4,246,1.0,Media,6.0,10.529912675597982
Volkswagen Ameo 1.5 TDI Highline,2021,683654,51546,0,4061.9,1,0,0,1,348,2.5,Alta,7.7,12.690120387011005
Toyota Corolla H3,2009,2332867,228159,0,24143.8,1,0,2,1,322,1.1,Media,5.699999999999999,9.450003727665074
BMW 3 Series 320d Luxury Line,2002,960226,242536,0,25665.2,1,0,0,1,125,2.4,Media,5.300000000000001,9.44999454514284
Nissan Micra XL CVT,2008,2300557,159339,0,16861.3,0,0,0,1,156,1.9,Media,5.5,9.449983097388696
Hyundai i10 Magna 1.2,2002,1507750,213983,0,22643.7,0,0,0,3,350,2.0,Media,6.6000000000000005,9.450001545683788
Maruti 800 AC Uniq,2010,1675306,223121,1,22954.8,1,0,0,2,152,2.3,Media,5.4,9.720014985972433
Hyundai Santro LE,2011,464170,74939,1,7501.4,1,1,1,1,219,3.1,Media,6.6000000000000005,9.990001866318288
Maruti 800 AC,2011,583963,126265,1,12639.1,0,0,0,1,316,1.2,Media,6.0,9.990030935747008
Tata Nano Std BSII,2002,1188166,9897,1,1047.3,0,1,0,3,176,2.9,Media,6.4,9.450014322543684
Audi Q5 2.0 TDI,2020,1469290,136235,2,10969.0,0,0,1,2,239,3.5,Media,7.3,12.420001823320266
Tata Nano Lx BSIII,2006,343805,237686,2,25152.0,0,1,0,2,94,2.3,Baja,4.9,9.449984096692113
Land Rover Discovery S 2.0 SD4,2013,2164336,57540,0,5464.4,0,1,1,1,355,2.9,Media,7.199999999999999,10.529975843642486
Toyota Etios V,2023,884395,218987,0,16552.3,0,0,4,2,354,2.8,Alta,7.7,13.230004289434097
Hyundai Verna VTVT 1.6 SX,2010,2354689,249367,0,25655.0,0,0,0,2,79,1.6,Baja,4.8,9.720015591502632
Honda City 1.5 E MT,2006,233719,35030,0,3706.9,0,0,0,2,274,2.4,Media,5.699999999999999,9.449944697725863
Honda BRV i-DTEC V MT,2020,1095218,60313,2,4856.1,0,1,0,2,112,3.5,Media,6.800000000000001,12.420049010522847
Honda Amaze SX i-VTEC,2009,872457,133070,0,14081.5,0,0,2,1,199,1.1,Media,5.300000000000001,9.449987572346696
Toyota Innova 2.5 G3,2010,2268398,34870,1,3587.4,0,0,0,5,195,2.4,Media,5.4,9.720131571611752
Toyota Corolla Altis 1.8 GL,2014,2486901,121565,1,11256.0,0,0,0,1,228,2.1,Media,6.4,10.80001776830135
Tata Xenon XT EX 4X2,2018,723832,129703,0,10917.8,0,1,0,3,181,3.5,Alta,7.9,11.879957500595358
Maruti Baleno Delta 1.2,2015,200408,165554,0,14955.2,0,0,0,2,198,1.4,Media,5.6000000000000005,11.069995720552049
Mahindra Scorpio VLX 2WD BSIV,2021,1779523,167130,0,13170.2,0,0,0,1,85,3.4,Media,7.199999999999999,12.690012300496575
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2020,2100126,62255,0,5012.5,0,0,1,3,274,2.4,Alta,7.9,12.41995012468828
Mahindra XUV500 W10 AWD,2019,1087004,97407,0,8017.0,0,0,1,2,97,2.8,Media,6.3,12.150056130722215
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2011,2069093,122952,0,12307.5,0,0,1,3,192,1.3,Media,6.2,9.990006093845217
Maruti Alto K10 LXI CNG Optional,2017,2005599,201002,0,17312.8,1,0,0,1,347,2.5,Media,7.3,11.610022642206923
Maruti Esteem Lxi - BSIII,2022,2493807,186572,0,14396.0,0,0,0,1,256,3.2,Alta,7.800000000000001,12.95998888580161
Maruti Ciaz ZDi SHVS,2012,583953,162451,0,15833.4,1,0,0,1,171,1.9,Media,5.8999999999999995,10.260019957810703
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2004,1191219,203859,0,21572.4,0,0,0,1,202,2.1,Media,5.6000000000000005,9.449991656004894
Maruti Swift VDi BSIII W/ ABS,2003,309383,114396,1,12105.4,1,0,0,1,367,2.4,Media,6.3,9.449997521767145
Hyundai Santro Xing GL PLUS CNG,2013,226682,28674,0,2723.1,0,0,1,1,87,2.4,Media,5.8999999999999995,10.529910763468106
Jeep Compass 2.0 Longitude Option BSIV,2007,2066987,142662,1,15096.5,0,0,0,4,206,2.2,Media,6.0,9.45000496803895
Volkswagen Vento New Diesel Highline,2008,2073469,167504,1,17725.3,0,0,0,1,369,2.3,Media,6.5,9.449995204594563
Honda Amaze V Diesel BSIV,2018,1849215,45426,1,3823.7,1,0,0,2,140,2.6,Media,6.3,11.880116117896279
Hyundai Verna CRDi ABS,2002,146453,54584,0,5776.1,0,0,0,2,74,1.6,Baja,4.3,9.4499748965565
Hyundai Verna CRDi 1.6 AT SX Option,2004,2120611,223735,0,23675.7,1,0,0,3,328,2.2,Media,6.7,9.449984583349172
Maruti Zen Estilo LXI BSIII,2020,628078,174087,0,14016.7,0,0,0,3,274,3.1,Alta,8.2,12.41997046380389
Ford Fiesta 1.5 TDCi Titanium,2017,2485142,78251,0,6740.0,1,0,0,2,82,2.4,Media,5.8999999999999995,11.609940652818992
Honda City i DTec SV,2000,458449,74353,2,7868.0,1,0,0,1,395,1.2,Media,5.6000000000000005,9.450050838840875
Mahindra Verito 1.5 D4 BSIV,2007,587488,100029,0,10585.1,2,1,0,1,249,3.0,Media,6.3,9.449981577878338
Renault KWID 1.0,2018,626563,87990,4,7406.6,1,0,4,2,340,4.0,Alta,7.7,11.879944913995624
Hyundai i20 Magna Optional 1.4 CRDi,2016,2103164,9600,1,846.6,0,0,0,2,219,2.2,Media,6.2,11.339475549255846
Maruti Celerio VDi,2016,1974009,160762,0,14176.5,0,0,0,3,208,1.0,Media,6.5,11.340034564243643
Tata Indica Vista Terra 1.4 TDI,2010,665973,113286,1,11654.9,0,0,0,5,343,2.2,Media,5.8999999999999995,9.720031917905773
Honda Amaze VX AT i-Vtech,2001,1513138,38762,0,4101.8,0,0,0,1,150,1.5,Baja,4.9,9.449997562045931
Nissan Terrano XL 85 PS,2005,1888557,124006,0,13122.3,0,1,0,1,175,3.0,Media,6.0,9.450020194630515
Maruti Swift Dzire VDI Optional,2021,1772629,173571,0,13677.8,0,0,0,2,278,2.9,Media,7.3,12.689979382649257
Maruti Alto LXi BSII,2013,543496,224060,2,21278.3,1,0,1,1,199,1.7,Media,6.0,10.529976548878436
Tata Nano Lx BSIV,2002,1933336,143742,0,15210.8,0,0,1,1,79,2.1,Media,5.0,9.449996055434298
Toyota Innova 2.5 VX (Diesel) 8 Seater,2011,1569493,222759,1,22298.2,0,0,4,2,398,2.4,Media,6.5,9.989999192759953
Hyundai Accent Executive,2003,1318748,22341,0,2364.1,0,0,0,5,366,1.5,Media,5.2,9.450107863457553
Tata New Safari 3L Dicor LX 4x2,2011,1250413,100140,0,10024.0,1,1,4,1,144,3.1,Media,6.3,9.99002394253791
Ford Aspire Titanium BSIV,2012,881219,209895,0,20457.6,0,0,1,2,160,1.5,Media,5.2,10.260001173158143
Hyundai Santro Xing GL Plus,2001,2005683,89074,0,9425.8,0,0,1,2,261,2.3,Media,5.300000000000001,9.450020157440218
Hyundai Grand i10 Asta Option,2001,1106001,22015,0,2329.6,2,0,0,5,392,1.7,Media,5.300000000000001,9.450120192307693
Hyundai Xcent 1.2 Kappa Base,2014,325001,115180,0,10664.8,0,1,3,3,84,2.7,Media,6.7,10.80001500262546
Volkswagen Vento 1.5 TDI Highline,2022,1282419,201198,1,15524.5,1,0,3,1,90,3.2,Media,7.199999999999999,12.960030918870173
Volkswagen Vento 1.5 TDI Highline AT,2016,1453719,129581,0,11426.9,1,0,0,1,266,1.7,Media,6.5,11.339995974411258
Audi A4 35 TDI Premium,2006,1514236,191269,3,20240.1,0,0,0,2,227,1.4,Media,5.0,9.45000271737788
Hyundai i20 Magna Optional 1.4 CRDi,2013,1664321,54849,0,5208.8,2,0,3,2,126,2.5,Media,5.699999999999999,10.530064506220242
Hyundai Verna 1.6 SX VTVT,2011,785101,119719,0,11983.9,1,0,0,3,250,1.9,Media,6.7,9.989986565308456
Tata Manza Club Class Quadrajet90 VX,2016,579740,20852,0,1838.8,0,1,0,2,70,3.0,Media,6.0,11.340004350663477
Land Rover Discovery Sport SD4 HSE Luxury,2013,161153,60361,0,5732.3,0,0,0,1,224,2.0,Media,6.2,10.529979240444499
Maruti Swift ZXI BSIV,2005,1923870,116794,2,12359.2,0,0,0,1,199,2.3,Media,5.699999999999999,9.449964398990225
Toyota Etios VXD,2018,2339695,157330,1,13243.3,1,0,1,1,321,2.3,Media,7.199999999999999,11.879969494008291
Tata Tiago 1.2 Revotron XZA,2023,1577850,239938,1,18135.9,0,0,0,3,385,2.1,Alta,8.5,13.230002370987929
Toyota Innova Crysta 2.4 VX MT,2005,1379020,67355,1,7127.5,1,0,1,5,272,1.6,Media,5.0,9.450017537706069
Mahindra KUV 100 mFALCON G80 K2 Plus,2017,450717,177580,1,15295.4,0,1,2,2,106,2.8,Media,6.2,11.61002654392824
Toyota Etios Liva GD,2023,1217918,203856,1,15408.6,1,1,0,1,95,3.4,Media,7.4,13.230014407538647
Mahindra Scorpio 2.6 CRDe SLE,2004,811654,129773,1,13732.6,0,0,0,3,141,2.0,Media,5.8999999999999995,9.449994902640432
Tata Tiago 1.2 Revotron XZ,2023,1861868,207800,0,15706.7,0,1,1,3,103,3.1,Alta,7.9,13.230022856487995
Maruti Swift Star VDI,2023,1046270,32410,0,2449.7,0,0,3,3,290,3.2,Alta,8.6,13.230191452014534
Hyundai Santro LS zipPlus,2005,2396002,145967,1,15446.2,1,0,0,3,146,2.1,Media,6.0,9.450026543745388
Toyota Innova 2.5 GX 8 STR BSIV,2001,1837226,208014,0,22012.1,0,1,1,3,94,2.3,Media,5.699999999999999,9.449984326802078
Ford Endeavour Titanium Plus 4X4,2007,1645428,38924,1,4118.9,1,0,0,3,376,1.4,Media,6.6000000000000005,9.450095899390615
Hyundai Accent CRDi,2014,1024939,117622,0,10890.9,0,1,0,4,268,3.2,Media,7.3,10.800025709537321
Tata Indica DLS,2014,2427523,242911,1,22491.8,1,0,1,4,225,2.2,Media,6.6000000000000005,10.799980437314932
Fiat Punto 1.3 Active,2010,1619495,75831,0,7801.5,1,1,0,1,239,3.2,Media,6.6000000000000005,9.720053835800808
Hyundai i20 Asta (o),2021,1193835,148336,0,11689.2,0,1,1,3,61,3.5,Alta,7.7,12.690004448550798
Volkswagen Ameo 1.5 TDI Highline Plus 16,2021,1223027,33038,0,2603.5,1,0,0,5,254,3.5,Media,7.3,12.689840599193394
Mercedes-Benz E-Class E250 Edition E,2023,490691,240530,1,18180.7,0,1,1,3,82,4.1,Alta,8.299999999999999,13.22996364276403
Mahindra Xylo H8 ABS with Airbags,2000,2277729,121936,0,12903.3,1,1,0,1,85,2.1,Baja,4.9,9.44998566258244
Hyundai Venue SX Opt Turbo BSIV,2017,2218226,14136,1,1217.6,0,0,0,3,89,1.7,Media,6.6000000000000005,11.609724047306177
Tata Indigo CS Emax CNG GLX,2011,989203,18213,1,1823.1,0,0,0,1,334,2.0,Media,6.4,9.99012670725687
Ford Ecosport 1.5 DV5 MT Trend,2011,1802153,213680,0,21389.4,1,1,0,1,226,2.3,Media,6.2,9.989995044274266
Volkswagen Polo 1.2 MPI Comfortline,2010,2253911,113546,4,11681.7,1,1,2,1,149,4.4,Media,6.800000000000001,9.719989385106619
Maruti Zen Estilo LXI BSIII,2007,1906719,237661,0,25149.3,0,0,0,5,283,2.1,Media,5.4,9.450004572691885
Honda City i-VTEC ZX,2006,1506851,32431,1,3431.9,2,0,0,3,165,1.1,Media,5.6000000000000005,9.449867420379382
Mahindra Verito Vibe 1.5 dCi D6,2022,1671262,47290,0,3648.9,0,1,1,5,87,4.4,Media,7.199999999999999,12.960070158129847
Honda Amaze EX i-Dtech,2020,1886294,203611,0,16393.8,2,0,0,4,186,2.6,Media,7.3,12.420000243994682
Renault Duster 85PS Diesel RxL Optional,2001,1263945,221607,0,23450.5,0,1,0,5,120,2.7,Baja,4.8,9.449990405321849
Toyota Etios Liva VD,2010,1203535,101815,1,10474.8,0,0,1,2,235,2.2,Media,5.699999999999999,9.719994653835874
Maruti S-Cross Alpha DDiS 200 SH,2021,2116261,135374,2,10667.8,0,0,0,1,154,3.0,Media,7.199999999999999,12.689964191304675
Nissan Terrano XL Plus ICC WT20 SE,2009,1420687,47747,0,5052.6,2,0,0,3,155,1.7,Media,6.0,9.449986145746744
Fiat Punto EVO 1.3 Emotion,2002,1982811,80974,0,8568.7,0,1,0,1,200,2.4,Media,5.6000000000000005,9.449974908679263
Honda Mobilio V i DTEC,2019,1228321,84763,4,6976.4,2,0,0,3,145,3.8,Alta,8.0,12.149962731494755
Skoda Rapid 1.6 TDI Ambition,2009,104583,205280,0,21722.8,1,0,1,5,182,1.9,Media,5.0,9.449978824092659
Volvo XC60 D5 Inscription,2017,1746941,134132,0,11553.1,0,0,0,4,275,1.9,Media,6.8999999999999995,11.61004405743913
Honda Civic 1.8 S AT,2013,494846,77994,0,7406.8,0,0,0,1,167,1.9,Media,6.0,10.530053464384078
Toyota Corolla H3,2017,1209935,220147,0,18961.8,0,0,0,1,238,1.9,Media,6.6000000000000005,11.610026474279868
Honda Jazz 1.5 SV i DTEC,2023,721844,74015,1,5594.5,0,0,0,4,129,2.7,Media,7.4,13.229957994458843
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2007,678420,150959,2,15974.5,0,0,0,1,186,1.8,Media,5.5,9.44999843500579
Ford Figo 1.2P Titanium MT,2009,2005163,5051,0,534.5,1,0,3,5,265,1.4,Media,5.1,9.449953227315248
Maruti Alto Green LXi (CNG),2021,1159240,72695,1,5728.5,0,0,0,2,322,2.2,Media,7.1,12.690058479532164
Hyundai Grand i10 Asta,2012,2033157,205998,1,20077.8,1,0,0,5,126,1.9,Media,5.1,10.259988644174163
Maruti Swift 1.2 DLX,2020,956906,221643,0,17845.7,0,0,2,4,197,2.1,Media,7.0,12.41996671467076
